名称,地址,细节,单价(元/m^2)
魏玛公馆 ,经开北,2室2厅 | 87.64平米 | 南 | 简装 | 低楼层(共26层)  | 板塔结合,"20,995元/平"
雅居乐铂琅峯 ,长安,2室1厅 | 78.12平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,"18,690元/平"
广济小区 ,城内,2室1厅 | 55.28平米 | 东 南 | 简装 | 高楼层(共8层)  | 板楼,"7,055元/平"
融侨馨苑 ,城南,2室1厅 | 79.32平米 | 东南 | 简装 | 高楼层(共16层)  | 板楼,"19,542元/平"
新东尚 ,安装四处,2室2厅 | 94.28平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,"11,986元/平"
榕青无界 ,城南,2室1厅 | 65.13平米 | 南 | 简装 | 中楼层(共28层)  | 塔楼,"12,882元/平"
智慧新城 ,长安,3室2厅 | 131.64平米 | 南 北 | 精装 | 低楼层(共32层)  | 板塔结合,"15,946元/平"
曲江华著中城 ,曲江,3室2厅 | 87.58平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,"24,549元/平"
西旅逸都 ,城西,4室2厅 | 66.39平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 塔楼,"15,364元/平"
中国铁建瑞园 ,高新六路,2室1厅 | 95.89平米 | 东南 | 精装 | 中楼层(共25层)  | 板塔结合,"16,165元/平"
浐灞新城金域花园B区 ,纺织城,3室1厅 | 79.02平米 | 南 北 | 简装 | 高楼层(共32层)  | 板塔结合,"13,415元/平"
高科绿水东城三期 ,纺织城,2室1厅 | 90.7平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,"13,451元/平"
阳光台 ,城西,1室1厅 | 56.24平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,"13,336元/平"
汇通太古城·青都新界 ,经开北,2室2厅 | 83.34平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,"15,959元/平"
南飞鸿十年城 ,鱼化寨,3室2厅 | 92.9平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,"22,390元/平"
紫薇田园都市D区 ,紫薇田园都市,2室2厅 | 87.85平米 | 南 | 简装 | 20层  | 板塔结合,"18,896元/平"
航天翼城 ,长安,2室2厅 | 78.86平米 | 南 | 精装 | 中楼层(共24层)  | 塔楼,"15,725元/平"
金仕华城 ,城北,2室2厅 | 79.15平米 | 南 北 | 简装 | 低楼层(共32层)  | 塔楼,"11,624元/平"
竹园 ,长安,2室2厅 | 73.88平米 | 西 北 | 简装 | 中楼层(共7层)  | 板楼,"10,829元/平"
西控花园 ,城西,2室2厅 | 78.43平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,"11,348元/平"
荣华北经城南区 ,经开北,2室2厅 | 93.77平米 | 南 | 精装 | 中楼层(共26层)  | 板塔结合,"15,890元/平"
摩登主场 ,南稍门,1室1厅 | 47.51平米 | 东 | 其他 | 低楼层(共18层)  | 板塔结合,"14,524元/平"
海璟时代 ,经开南,1室1厅 | 52.85平米 | 北 | 精装 | 低楼层(共33层)  | 板楼,"14,135元/平"
华润二十四城一期 ,西咸,2室1厅 | 74.62平米 | 东 | 精装 | 高楼层(共33层)  | 板塔结合,"14,554元/平"
仕嘉公寓A区（绿地世纪城） ,锦业路,1室1厅 | 55.91平米 | 东 北 | 简装 | 中楼层(共26层)  | 板塔结合,"21,821元/平"
魏玛公馆 ,经开北,2室1厅 | 51.17平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,"27,849元/平"
唐韵三坊 ,城东,2室2厅 | 79.59平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼,"14,701元/平"
华远海蓝城三期 ,广泰门,2室2厅 | 80平米 | 西南 | 精装 | 高楼层(共33层)  | 板楼,"16,875元/平"
开元小区 ,城东,2室1厅 | 58.33平米 | 南 北 | 精装 | 7层  | 板塔结合,"11,315元/平"
枫叶高层小区 ,太白南路,2室2厅 | 79.53平米 | 东 西 | 简装 | 低楼层(共20层)  | 塔楼,"18,861元/平"
中华世纪城 ,唐延路,2室1厅 | 70.68平米 | 南 | 精装 | 中楼层(共22层)  | 塔楼,"18,393元/平"
朱雀东坊西后地小区 ,南稍门,2室1厅 | 37.82平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,"8,726元/平"
御锦城理想树 ,浐河西路,2室1厅 | 73.4平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,"16,622元/平"
圣合家园 ,长安,2室2厅 | 95.42平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,"13,834元/平"
紫薇尚层 ,城南,2室1厅 | 99.21平米 | 东北 | 精装 | 中楼层(共29层)  | 板塔结合,"7,258元/平"
天朗御湖 ,经开北,2室1厅 | 86.2平米 | 东南 南 | 精装 | 低楼层(共33层)  | 板塔结合,"16,764元/平"
中铁缤纷南郡 ,陕西大会堂,2室1厅 | 86.78平米 | 南 北 | 精装 | 23层  | 板塔结合,"21,664元/平"
水岸东方1期 ,半坡立交,2室2厅 | 92.88平米 | 南 | 精装 | 低楼层(共28层)  | 板塔结合,"12,059元/平"
阳光台 ,城西,2室2厅 | 74.22平米 | 东南 | 精装 | 高楼层(共33层)  | 板塔结合,"15,630元/平"
金泰假日花城 ,城南,1室1厅 | 57.16平米 | 东 | 简装 | 18层  | 板塔结合,"13,996元/平"
御锦城繁花里 ,浐河西路,1室1厅 | 47.81平米 | 东 北 | 精装 | 中楼层(共30层)  | 板楼,"14,119元/平"
天朗莱茵小城 ,城西,2室2厅 | 76.2平米 | 南 | 精装 | 中楼层(共27层)  | 板塔结合,"15,617元/平"
高科广场 ,高新四路,1室1厅 | 41.47平米 | 北 | 精装 | 中楼层(共25层)  | 塔楼,"14,469元/平"
锦绣天下三期 ,国际港务区,2室1厅 | 78.12平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,"15,105元/平"
瑞源清风 ,城南,2室1厅 | 69.57平米 | 南 | 其他 | 低楼层(共16层)  | 塔楼,"13,656元/平"
东方米兰 ,高新六路,2室1厅 | 75.96平米 | 南 | 精装 | 低楼层(共27层)  | 板塔结合,"15,074元/平"
翠堤湾 ,长安,2室2厅 | 82.96平米 | 西南 | 简装 | 高楼层(共26层)  | 塔楼,"15,731元/平"
高山流水和城 ,都市之门,2室1厅 | 81.36平米 | 南 | 其他 | 低楼层(共33层)  | 板楼,"17,454元/平"
海纳大庆路小区 ,城西,2室1厅 | 47.26平米 | 南 | 精装 | 中楼层(共7层)  | 暂无数据,"10,369元/平"
西何小区 ,城南,2室1厅 | 90.42平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,"8,406元/平"
天朗御湖 ,经开北,2室2厅 | 83.32平米 | 西南 | 精装 | 中楼层(共33层)  | 板塔结合,"16,443元/平"
紫郡长安 ,城南,2室1厅 | 70.17平米 | 南 | 简装 | 高楼层(共33层)  | 板塔结合,"14,679元/平"
魏玛公馆 ,经开北,2室1厅 | 51.17平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,"27,849元/平"
西控花园 ,城西,2室2厅 | 78.43平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,"11,348元/平"
荣华北经城南区 ,经开北,2室2厅 | 93.77平米 | 南 | 精装 | 中楼层(共26层)  | 板塔结合,"15,890元/平"
瑞泰卡地亚 ,经开北,2室1厅 | 96平米 | 西南 | 简装 | 中楼层(共33层)  | 板塔结合,"15,105元/平"
翠堤湾 ,长安,2室1厅 | 73.23平米 | 南 北 | 精装 | 中楼层(共18层)  | 塔楼,"16,660元/平"
金仕华城 ,城北,2室2厅 | 79.15平米 | 南 北 | 简装 | 低楼层(共32层)  | 塔楼,"11,624元/平"
东方米兰 ,高新六路,2室1厅 | 56.77平米 | 东 | 精装 | 高楼层(共27层)  | 板塔结合,"15,678元/平"
旺园小区 ,曲江,3室1厅 | 154.22平米 | 南 北 | 简装 | 高楼层(共24层)  | 板楼,"10,894元/平"
五星小区南区 ,城内,2室1厅 | 59平米 | 南 北 | 简装 | 高楼层(共7层)  | 板塔结合,"7,119元/平"
明林庭苑 ,半坡立交,2室2厅 | 89.78平米 | 东南 | 精装 | 中楼层(共18层)  | 板塔结合,"10,582元/平"
阳光北郡 ,城北,2室1厅 | 81.19平米 | 东 | 精装 | 高楼层(共33层)  | 板塔结合,"12,071元/平"
枫林华府 ,高新六路,2室2厅 | 98.92平米 | 南 | 精装 | 高楼层(共27层)  | 板楼,"16,478元/平"
新一代北城国际 ,城北,2室2厅 | 105.33平米 | 南 | 简装 | 中楼层(共30层)  | 板塔结合,"14,052元/平"
灞业大境 ,安装四处,1室1厅 | 40.99平米 | 南 | 简装 | 低楼层(共33层)  | 塔楼,"12,930元/平"
罗马景福城 ,陕西大会堂,2室1厅 | 88.54平米 | 南 | 精装 | 33层  | 板塔结合,"21,121元/平"
高新枫尚 ,太白南路,1室1厅 | 58.48平米 | 东南 | 精装 | 高楼层(共24层)  | 塔楼,"14,022元/平"
竹园阳光嘉苑 ,雁南,2室1厅 | 62.17平米 | 北 | 简装 | 中楼层(共33层)  | 塔楼,"17,051元/平"
香榭丽都小区 ,经开南,2室2厅 | 71.1平米 | 东 | 简装 | 中楼层(共27层)  | 塔楼,"12,659元/平"
华远君城 ,城北,2室2厅 | 80.21平米 | 西 | 简装 | 中楼层(共32层)  | 塔楼,"13,590元/平"
青门小区西区 ,城北,2室1厅 | 59.04平米 | 南 | 其他 | 高楼层(共7层)  | 板塔结合,"8,639元/平"
天朗御湖 ,经开北,2室2厅 | 77.42平米 | 南 | 精装 | 低楼层(共33层)  | 板塔结合,"14,725元/平"
纸箱厂职工住宅小区 ,城北,2室1厅 | 53.08平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,"9,043元/平"
富力城北区 ,长安,2室2厅 | 89.17平米 | 南 | 精装 | 高楼层(共24层)  | 板塔结合,"16,037元/平"
西安大都荟 ,高新四路,2室1厅 | 83.38平米 | 南 | 精装 | 34层  | 板塔结合,"18,590元/平"
盛龙广场太白苑 ,黄雁村,2室2厅 | 83.76平米 | 东 | 简装 | 29层  | 塔楼,"11,223元/平"
首创国际城 ,经开北,2室2厅 | 80.86平米 | 南 北 | 简装 | 低楼层(共34层)  | 板塔结合,"14,965元/平"
金仕华城 ,城北,2室2厅 | 93.09平米 | 南 北 | 简装 | 高楼层(共32层)  | 塔楼,"11,710元/平"
中华世纪城 ,唐延路,1室1厅 | 55.82平米 | 北 | 精装 | 高楼层(共22层)  | 板楼,"18,274元/平"
泰祥花园 ,高新一中,1室1厅 | 49.15平米 | 东南 | 精装 | 高楼层(共7层)  | 板楼,"18,310元/平"
御锦城繁花里 ,浐河西路,2室2厅 | 82.29平米 | 南 | 简装 | 高楼层(共34层)  | 板楼,"14,097元/平"
中贸广场 ,南稍门,2室1厅 | 91.97平米 | 东南 | 精装 | 中楼层(共32层)  | 板塔结合,"15,549元/平"
海轩梦想100 ,高陵,2室1厅 | 73.66平米 | 东 南 | 毛坯 | 高楼层(共27层)  | 板塔结合,"8,214元/平"
中建开元城 ,西咸,2室2厅 | 74.51平米 | 南 北 | 精装 | 高楼层(共34层)  | 板楼,"17,850元/平"
旭景崇盛园 ,经开北,2室2厅 | 98.79平米 | 西北 | 精装 | 中楼层(共33层)  | 板塔结合,"13,362元/平"
海棠花园 ,经开北,2室1厅 | 86.8平米 | 东南 | 简装 | 低楼层(共33层)  | 板塔结合,"12,328元/平"
首创国际城 ,经开北,2室2厅 | 81.08平米 | 南 北 | 精装 | 高楼层(共34层)  | 板塔结合,"15,541元/平"
北城新天地 ,高陵,3室2厅 | 59.79平米 | 南 | 毛坯 | 高楼层(共16层)  | 板塔结合,"9,367元/平"
雅逸新城二期 ,城西,2室2厅 | 80.72平米 | 西南 | 精装 | 中楼层(共33层)  | 板塔结合,"11,522元/平"
西安市公路研究院家属院 ,李家村,2室1厅 | 50.55平米 | 南 | 毛坯 | 中楼层(共5层)  | 暂无数据,"8,309元/平"
青年三巷散盘 ,城内,2室1厅 | 67.65平米 | 东南 | 简装 | 中楼层(共7层)  | 板楼,"9,609元/平"
海璟国际商务 ,经开南,2室1厅 | 80.38平米 | 西 | 精装 | 中楼层(共30层)  | 塔楼,"6,594元/平"
蔚蓝花城七色镇B区 ,城西,2室2厅 | 83.98平米 | 南 东 西 | 精装 | 低楼层(共18层)  | 板楼,"15,599元/平"
大兴九臻 ,城西,2室2厅 | 88.54平米 | 南 | 精装 | 高楼层(共24层)  | 板楼,"15,361元/平"
赛高街区 ,经开南,2室1厅 | 60.86平米 | 西 | 精装 | 中楼层(共29层)  | 板塔结合,"12,620元/平"
华府新桃园 ,唐延路,1室1厅 | 62.7平米 | 西 | 简装 | 高楼层(共30层)  | 板塔结合,"9,729元/平"
高山流水和城 ,都市之门,2室1厅 | 56.39平米 | 北 | 精装 | 中楼层(共33层)  | 板楼,"18,621元/平"
金泰假日花城 ,城南,2室1厅 | 90.2平米 | 西南 | 精装 | 26层  | 板塔结合,"17,151元/平"
龙记玖玺 ,经开北,3室2厅 | 117.54平米 | 南 北 | 毛坯 | 低楼层(共18层)  | 板塔结合,"13,443元/平"
宏府鹍翔九天 ,城西,2室2厅 | 90.69平米 | 东南 | 精装 | 中楼层(共33层)  | 塔楼,"14,886元/平"
招商依云曲江 ,曲江,2室1厅 | 75.59平米 | 南 东 | 精装 | 高楼层(共33层)  | 板塔结合,"21,167元/平"
春天花园 ,长安,2室2厅 | 76.8平米 | 西 | 简装 | 中楼层(共28层)  | 板塔结合,"12,631元/平"
香榭丽都小区 ,经开南,2室1厅 | 97.34平米 | 东南 南 | 简装 | 低楼层(共27层)  | 板塔结合,"11,609元/平"
美立方 ,高新六路,1室1厅 | 47.54平米 | 南 | 精装 | 中楼层(共31层)  | 塔楼,"13,884元/平"
圣合家园靖宁小区 ,长安,2室1厅 | 89.64平米 | 东南 | 精装 | 中楼层(共18层)  | 板塔结合,"14,280元/平"
丰禾小区 ,城西,2室2厅 | 73.08平米 | 南 北 | 简装 | 低楼层(共7层)  | 板楼,"10,058元/平"
仕嘉公寓A区（绿地世纪城） ,锦业路,2室1厅 | 85.97平米 | 南 | 精装 | 高楼层(共30层)  | 板塔结合,"22,799元/平"
御笔华府 ,城南,2室2厅 | 78.4平米 | 东南 | 精装 | 高楼层(共33层)  | 塔楼,"15,307元/平"
曲江澜山 ,曲江,3室2厅 | 96.32平米 | 东南 | 精装 | 高楼层(共32层)  | 板塔结合,"13,290元/平"
仕嘉公寓A区（绿地世纪城） ,锦业路,1室1厅 | 56.33平米 | 东 北 | 精装 | 中楼层(共20层)  | 板塔结合,"23,966元/平"
东三小区 ,城东,3室1厅 | 61.96平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,"7,102元/平"
金水大厦 ,城南,2室1厅 | 75.63平米 | 东 | 简装 | 高楼层(共28层)  | 塔楼,"10,314元/平"
高新枫尚 ,太白南路,1室1厅 | 51.08平米 | 北 | 简装 | 高楼层(共26层)  | 板塔结合,"14,488元/平"
锦园君逸西区 ,经开南,2室1厅 | 81.27平米 | 西 北 | 简装 | 高楼层(共28层)  | 板楼,"14,766元/平"
东新城市花园 ,城东,2室2厅 | 85.76平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,"13,049元/平"
东泰城市之光北区 ,黄雁村,2室1厅 | 63.83平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,"25,537元/平"
佳家SPORT ,经开南,1室1厅 | 51.75平米 | 东 | 简装 | 中楼层(共25层)  | 板塔结合,"11,943元/平"
百合苑 ,城东,2室2厅 | 87.24平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,"8,597元/平"
魏玛公馆 ,经开北,2室2厅 | 87.64平米 | 南 | 简装 | 低楼层(共26层)  | 板塔结合,"20,995元/平"
桃苑星言花园 ,临潼,2室2厅 | 106.1平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"6,787元/平"
台板厂家属院延光社区 ,城西,2室1厅 | 47.99平米 | 东 西 | 简装 | 高楼层(共5层)  | 板楼,"7,919元/平"
白鹭湾小区东区 ,城内,2室1厅 | 58.86平米 | 南 | 简装 | 低楼层(共7层)  | 板楼,"10,364元/平"
曲江澜山 ,曲江,2室2厅 | 96.37平米 | 东南 | 简装 | 高楼层(共32层)  | 板塔结合,"12,764元/平"
朝华美域 ,城南,2室2厅 | 80.33平米 | 东 北 | 精装 | 高楼层(共18层)  | 塔楼,"12,200元/平"
天朗大兴郡蔚蓝君城 ,城西,2室2厅 | 80.63平米 | 东南 | 精装 | 中楼层(共25层)  | 板塔结合,"17,116元/平"
桃源漫步 ,浐河西路,4室2厅 | 134.46平米 | 南 北 | 毛坯 | 高楼层(共32层)  | 板楼,"15,470元/平"
恒大国际城 ,草滩,2室1厅 | 81.34平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,"15,122元/平"
华远君城 ,城北,1室1厅 | 59.19平米 | 西 | 精装 | 高楼层(共28层)  | 塔楼,"14,023元/平"
瑞泰卡地亚 ,经开北,2室2厅 | 90.71平米 | 东南 | 简装 | 低楼层(共32层)  | 板塔结合,"14,883元/平"
香榭丽都小区 ,经开南,2室1厅 | 71.42平米 | 西 | 简装 | 中楼层(共27层)  | 塔楼,"12,322元/平"
白桦林居小区 ,经开北,2室1厅 | 89.99平米 | 南 | 简装 | 中楼层(共26层)  | 板塔结合,"21,114元/平"
尚品格蓝 ,高新四路,2室1厅 | 72.27平米 | 北 西 | 精装 | 中楼层(共16层)  | 塔楼,"17,228元/平"
都市印象 ,高新六路,2室2厅 | 93.34平米 | 西南 | 精装 | 高楼层(共31层)  | 板塔结合,"20,892元/平"
枣园安居小区西 ,城北,2室2厅 | 67.45平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,"9,860元/平"
华城国际小区 ,城南,1室1厅 | 42.53平米 | 北 | 精装 | 低楼层(共30层)  | 板塔结合,"13,873元/平"
大华曲江公园世家五期 ,曲江,2室1厅 | 94.73平米 | 南 | 精装 | 31层  | 板塔结合,"18,896元/平"
华清学府城 ,安装四处,2室2厅 | 83.24平米 | 西 | 精装 | 中楼层(共22层)  | 板楼,"13,816元/平"
祥和雅居 ,城南,3室1厅 | 102.06平米 | 南 | 精装 | 低楼层(共30层)  | 板塔结合,"16,167元/平"
旭景新港 ,城西,2室1厅 | 84.8平米 | 东南 | 精装 | 中楼层(共33层)  | 板塔结合,"11,911元/平"
紫薇风尚东区 ,经开北,2室1厅 | 85平米 | 南 | 简装 | 低楼层(共26层)  | 板塔结合,"15,765元/平"
铁运校小区 ,城北,2室1厅 | 51.56平米 | 南 | 简装 | 低楼层(共6层)  | 暂无数据,"7,757元/平"
金泰新理城 ,陕西大会堂,2室2厅 | 84.7平米 | 南 | 精装 | 33层  | 板楼,"27,155元/平"
仕嘉公寓A区（绿地世纪城） ,锦业路,2室2厅 | 100.79平米 | 南 | 精装 | 低楼层(共24层)  | 板塔结合,"21,332元/平"
领先时代广场 ,科技六路,1室1厅 | 58.56平米 | 西 | 其他 | 17层  | 塔楼,"16,394元/平"
阳光北郡 ,城北,1室1厅 | 55.26平米 | 北 | 精装 | 高楼层(共30层)  | 板塔结合,"9,411元/平"
御锦城繁花里 ,浐河西路,1室1厅 | 45.1平米 | 北 | 简装 | 低楼层(共34层)  | 板楼,"14,302元/平"
东尚小区 ,城东,3室2厅 | 103.51平米 | 南 北 | 简装 | 高楼层(共32层)  | 板塔结合,"12,463元/平"
翠屏湾二期 ,矿山路,1室1厅 | 29.95平米 | 北 | 简装 | 中楼层(共20层)  | 板塔结合,"17,363元/平"
中国铁建瑞园 ,高新六路,2室1厅 | 91.52平米 | 东南 | 精装 | 低楼层(共27层)  | 板楼,"15,953元/平"
秦川二十八街坊 ,城东,2室1厅 | 63.23平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,"8,383元/平"
东方米兰 ,高新六路,2室1厅 | 53.5平米 | 西 | 精装 | 高楼层(共27层)  | 板塔结合,"15,141元/平"
中华世纪城 ,唐延路,1室1厅 | 48.26平米 | 东 | 精装 | 中楼层(共22层)  | 板塔结合,"20,929元/平"
212所中区 ,城南,2室1厅 | 62.01平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,"8,548元/平"
首创国际城 ,经开北,1室1厅 | 49.29平米 | 东 | 精装 | 低楼层(共34层)  | 板塔结合,"18,057元/平"
长乐府 ,安装四处,3室1厅 | 122.88平米 | 南 北 | 精装 | 中楼层(共27层)  | 板楼,"14,323元/平"
高科新花园 ,高新六路,1室1厅 | 45.23平米 | 东南 | 简装 | 高楼层(共30层)  | 板塔结合,"17,909元/平"
都市桂苑 ,城北,2室2厅 | 110.5平米 | 南 北 | 精装 | 中楼层(共21层)  | 板塔结合,"11,041元/平"
长安壹栋 ,南稍门,3室2厅 | 96.01平米 | 南 | 简装 | 33层  | 塔楼,"14,020元/平"
东方米兰 ,高新六路,1室1厅 | 43.78平米 | 西 | 精装 | 低楼层(共31层)  | 板塔结合,"15,076元/平"
御笔华庭 ,城西,1室1厅 | 59.47平米 | 南 西 | 精装 | 高楼层(共32层)  | 板塔结合,"13,453元/平"
兰乔国际城 ,长安,2室1厅 | 72.24平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,"17,027元/平"
金桥太阳岛 ,城北,2室2厅 | 87.83平米 | 南 | 简装 | 低楼层(共12层)  | 板塔结合,"12,525元/平"
天湖名郡 ,高陵,2室1厅 | 90.7平米 | 东南 | 毛坯 | 中楼层(共33层)  | 板塔结合,"8,931元/平"
绿地新里城尔雅公馆 ,西咸,2室2厅 | 97.03平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,"14,017元/平"
友谊东路永宁小区 ,南稍门,2室1厅 | 78平米 | 北 | 毛坯 | 低楼层(共7层)  | 板楼,"7,949元/平"
宏府鹍翔九天 ,城西,2室1厅 | 59.67平米 | 北 | 精装 | 低楼层(共18层)  | 塔楼,"15,586元/平"
仕嘉公寓A区（绿地世纪城） ,锦业路,1室1厅 | 62.65平米 | 南 | 精装 | 低楼层(共30层)  | 板塔结合,"22,347元/平"
锦绣天下一期 ,经开北,2室2厅 | 95.46平米 | 南 北 | 简装 | 中楼层(共9层)  | 板楼,"13,305元/平"
高山流水和城 ,都市之门,2室1厅 | 56.39平米 | 北 | 精装 | 中楼层(共33层)  | 板楼,"18,621元/平"
蔚蓝花城七色镇B区 ,城西,2室2厅 | 83.98平米 | 南 东 西 | 精装 | 低楼层(共18层)  | 板楼,"15,599元/平"
雅荷春天 ,经开北,2室2厅 | 92.73平米 | 南 北 | 简装 | 低楼层(共10层)  | 板楼,"15,314元/平"
华远君城 ,城北,1室1厅 | 59.14平米 | 西 | 简装 | 高楼层(共32层)  | 塔楼,"14,035元/平"
丰禾小区 ,城西,2室1厅 | 69.32平米 | 东南 | 简装 | 高楼层(共7层)  | 板楼,"8,079元/平"
万科城一期 ,长安,2室2厅 | 62.86平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合,"21,954元/平"
红枫林 ,高新六路,2室2厅 | 91.68平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,"18,325元/平"
魏玛公馆 ,经开北,2室2厅 | 88.06平米 | 南 | 简装 | 中楼层(共32层)  | 板塔结合,"21,350元/平"
西安市电子工业公司家属院 ,李家村,2室1厅 | 67.4平米 | 东南 | 简装 | 低楼层(共5层)  | 暂无数据,"10,535元/平"
天正花园 ,高陵,2室2厅 | 86.88平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,"5,756元/平"
昆明花园 ,高新六路,2室2厅 | 99.22平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,"17,940元/平"
红枫林 ,高新六路,1室2厅 | 69.86平米 | 南 | 精装 | 中楼层(共26层)  | 板楼,"18,466元/平"
莱安逸境 ,高新四路,1室1厅 | 48.01平米 | 西北 东北 | 精装 | 高楼层(共30层)  | 塔楼,"16,664元/平"
忆江南 ,长安,2室2厅 | 88.88平米 | 南 | 精装 | 高楼层(共11层)  | 板塔结合,"15,077元/平"
青年三巷散盘 ,城内,2室1厅 | 67.65平米 | 东南 | 简装 | 中楼层(共7层)  | 板楼,"9,609元/平"
橄榄国际 ,城东,2室1厅 | 57.46平米 | 西南 | 精装 | 33层  | 塔楼,"12,531元/平"
香榭丽都小区 ,经开南,2室1厅 | 87.15平米 | 南 北 | 简装 | 低楼层(共27层)  | 塔楼,"12,163元/平"
高新枫尚 ,太白南路,2室1厅 | 64.13平米 | 西 北 | 简装 | 低楼层(共24层)  | 塔楼,"15,204元/平"
五星小区 ,城内,2室1厅 | 63.87平米 | 西 东 | 精装 | 高楼层(共7层)  | 塔楼,"7,813元/平"
昆明花园 ,高新六路,2室1厅 | 87.16平米 | 南 | 简装 | 中楼层(共30层)  | 板楼,"15,719元/平"
满堂悦MOMA ,锦业路,2室2厅 | 80.33平米 | 南 | 毛坯 | 低楼层(共31层)  | 塔楼,"15,549元/平"
御溪望城 ,城西,2室1厅 | 85.21平米 | 西南 | 精装 | 中楼层(共31层)  | 塔楼,"13,849元/平"
天朗蓝湖树 ,鱼化寨,3室2厅 | 131.27平米 | 南 北 | 简装 | 高楼层(共17层)  | 板塔结合,"19,807元/平"
天朗御湖 ,经开北,1室1厅 | 53.92平米 | 南 西 | 简装 | 高楼层(共32层)  | 板塔结合,"15,672元/平"
雅苑东方 ,城东,3室1厅 | 110.43平米 | 东南 | 精装 | 中楼层(共32层)  | 塔楼,"13,131元/平"
曲江华著中城 ,曲江,2室1厅 | 57.59平米 | 西 西北 北 | 精装 | 低楼层(共35层)  | 塔楼,"21,011元/平"
春天花园 ,长安,2室1厅 | 89.09平米 | 南 北 | 简装 | 高楼层(共19层)  | 板楼,"12,011元/平"
爱菊花园 ,城北,2室2厅 | 92.85平米 | 东南 | 简装 | 高楼层(共19层)  | 板塔结合,"11,740元/平"
九形道 ,高新六路,2室1厅 | 63.04平米 | 东 | 精装 | 低楼层(共32层)  | 塔楼,"15,229元/平"
春晓馨苑 ,城北,2室1厅 | 84.47平米 | 东南 | 精装 | 高楼层(共20层)  | 塔楼,"11,247元/平"
斯惟小区 ,经开北,2室1厅 | 72.19平米 | 南 | 简装 | 高楼层(共18层)  | 塔楼,"9,905元/平"
宏府鹍翔九天 ,城西,2室2厅 | 89.35平米 | 东 | 精装 | 高楼层(共33层)  | 塔楼,"13,319元/平"
天朗大兴郡蔚蓝君城 ,城西,2室1厅 | 57.72平米 | 西 | 精装 | 高楼层(共33层)  | 板塔结合,"16,633元/平"
曲江澜山 ,曲江,2室1厅 | 82.81平米 | 东 北 | 简装 | 低楼层(共32层)  | 板塔结合,"13,163元/平"
天正花园 ,高陵,2室2厅 | 85.92平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,"7,217元/平"
百益雅苑 ,城西,2室1厅 | 86.93平米 | 西 北 | 精装 | 28层  | 板塔结合,"11,941元/平"
西光十四街坊 ,城东,2室1厅 | 76.79平米 | 东 西 | 简装 | 高楼层(共7层)  | 暂无数据,"12,111元/平"
龙城铭园二期 ,鱼化寨,2室2厅 | 68.21平米 | 西 北 | 精装 | 32层  | 板塔结合,"18,766元/平"
红枫林 ,高新六路,2室2厅 | 96.82平米 | 南 | 精装 | 中楼层(共32层)  | 板塔结合,"18,385元/平"
东尚蜂鸟 ,紫薇田园都市,2室1厅 | 75.08平米 | 南 | 精装 | 中楼层(共28层)  | 塔楼,"16,117元/平"
北张家庄 ,城东,3室2厅 | 96.36平米 | 东北 | 简装 | 高楼层(共32层)  | 塔楼,"10,067元/平"
翠屏湾1期 ,矿山路,1室1厅 | 57.08平米 | 北 | 简装 | 低楼层(共18层)  | 塔楼,"11,038元/平"
浐灞半岛A10区 ,浐河西路,1室1厅 | 68.44平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,"13,677元/平"
